YEAR,STATE_NAME,COUNTY_NAME,STATE_ID,COUNTY_ID,PER_CAPITA_EXP_ESRD,AVG_RISK_SCORE_ESRD,AVG_DEMOG_SCORE_ESRD,PERSON_YEARS_ESRD,PER_CAPITA_EXP_DIS,AVG_RISK_SCORE_DIS,AVG_DEMOG_SCORE_DIS,PERSON_YEARS_DIS,PER_CAPITA_EXP_AGDU,AVG_RISK_SCORE_AGDU,AVG_DEMOG_SCORE_AGDU,PERSON_YEARS_AGDU,PER_CAPITA_EXP_AGND,AVG_RISK_SCORE_AGND,AVG_DEMOG_SCORE_AGND,PERSON_YEARS_AGND
2021,ALABAMA,TALLAPOOSA,01,610,75627.62,0.9622,1.03637,41.5,8481.14,0.85322,0.93092,651.5,18137.4,0.91861,1.04797,245.75,10110.51,1.09177,1.07119,3138.33
2021,ALABAMA,TUSCALOOSA,01,620,73765.94,0.97334,0.981,146.17,9436.22,0.91354,0.95092,2609.42,14696.69,0.9865,1.01909,914.67,10068.41,1.08839,1.05747,9375.42
2021,ALABAMA,WALKER,01,630,87979.29,0.97332,0.99582,25.92,10081.95,0.8306,0.93006,996.42,15366.75,1.00732,1.04593,323.67,10861.99,1.11109,1.10008,3851.33
2021,ALABAMA,WASHINGTON,01,640,73502.33,0.93373,0.95411,17.83,8466.14,0.86406,0.96435,357.33,13927.36,0.81234,1.01725,190.08,10185.15,1.0569,1.10593,1224.58
2021,ALABAMA,WILCOX,01,650,64067.54,0.95127,1.03193,28.33,8056.77,0.71257,1.01731,395.83,9124.03,0.77616,1.01358,233.08,9269.7,1.00202,1.10759,647.08
2021,ALABAMA,WINSTON,01,660,80523.52,0.9208,0.97599,17.83,9357.33,0.93342,0.97402,419.17,17873.66,0.93727,1.05888,296.67,10517.57,1.05099,1.09137,1856.58
2021,ALASKA,"ALEUTIANS EAST",02,013,.,.,.,.,*,*,*,*,19927.66,0.89343,0.85192,13.08,15570.07,0.92004,1.0389,54.67
2021,ALASKA,"ALEUTIANS WEST",02,016,.,.,.,.,*,*,*,*,23114.02,0.76778,0.92969,23.25,8544.95,0.90635,0.97229,57.25
2021,ALASKA,ANCHORAGE,02,020,83561.31,0.99635,1.02071,228.92,14300.58,1.0489,1.04605,2974.67,14550.87,0.90405,0.96684,3217.83,9752.72,0.84817,0.9414,17683.08
2021,ALASKA,BETHEL,02,050,.,.,.,.,12040.85,0.72678,1.07718,56.33,13574.71,0.6306,0.93236,285.83,11070.93,0.7875,1.03003,310.75
2021,ALASKA,"BRISTOL BAY",02,060,*,*,*,*,*,*,*,*,*,*,*,*,10454.45,0.87622,1.0338,77.08
2021,ALASKA,DENALI,02,068,*,*,*,*,5803.76,0.52308,1.0122,9.42,*,*,*,*,6226.9,0.68568,0.87431,159.67
2021,ALASKA,DILLINGHAM,02,070,*,*,*,*,14631.13,0.7824,1.11387,34.75,26847.88,0.66441,0.9263,88.08,15673.4,0.73371,0.97232,143.67
2021,ALASKA,"FAIRBANKS NORTH STAR",02,090,82620.9,0.96111,0.97557,49.75,9750.36,0.8754,1.01964,900.5,13343.11,0.85244,0.95162,688.83,8335.98,0.78456,0.92546,6581.92
